Symbol	H358.siNeg.1	H358.siNeg.2	H358.siNeg.3	H358.siKRAS.1	H358.siKRAS.2	H358.siKRAS.3	H358.siUHRF1.1	H358.siUHRF1.2	H358.siUHRF1.3	A549.siNeg.1	A549.siNeg.2	A549.siNeg.3	A549.siKRAS.1	A549.siKRAS.2	A549.siKRAS.3	A549.siUHRF1.1	A549.siUHRF1.2	A549.siUHRF1.3
LINC02864	3.737767713	3.748453408	3.804677089	3.520276066	3.79321612	3.629945937	3.945667586	3.999132272	4.122853289	4.290419969	4.129819825	4.262385098	5.483694991	5.484749286	5.497281383	5.228555107	5.246342127	5.077360349
AC145207.5	1.704765011	1.58808351	1.759837764	1.597456488	1.162890018	1.456456556	1.880660762	1.981819135	1.942152916	1.791852191	2.125186121	2.018628115	1.457876514	1.498101742	1.310092134	1.816206615	2.184314492	1.674904523
LINC00667	5.001167029	5.00880856	5.145251004	5.487515938	5.401858902	5.463639513	5.269217545	5.214498487	5.130317191	4.456406488	4.406929259	4.553323177	4.892995335	4.960874546	4.932570033	4.908317665	4.765849441	4.849226357
AC022211.2	2.574485144	2.753956471	2.796562349	2.162115341	1.846086633	2.257813394	2.229351651	2.169027808	2.003758219	1.069822962	0.875714786	1.028026869	1.182548342	0.92021034	1.055701058	0.983587454	0.915275493	0.925730642
SNORD3A	2.635388565	2.687979134	2.22834703	1.935791531	2.596763146	2.9305411	2.554268821	2.601856476	2.397196423	2.270830075	2.616350033	2.04945437	2.1432173	2.46077372	1.993763095	2.144797783	2.451551228	2.202854746
NBPF11	3.3856095	3.547322805	3.312020634	3.617489359	3.560336421	3.644270576	3.358426805	3.476789152	3.364178778	3.870419745	3.846898915	3.863272976	3.727576495	3.759832434	3.828256761	3.571162523	4.019912712	3.733844506
AC015813.1	3.255855842	3.524821453	2.592985546	2.694918572	2.250257487	2.399663324	1.75971855	1.956612972	2.200754649	3.476615636	3.260998013	3.576275398	2.887595372	2.926536865	2.943090017	2.303641676	2.753138209	2.748517626
LINC00909	2.444376248	2.575706928	2.435052075	2.343563036	2.596763146	2.703133695	2.384669092	2.410922733	2.668457125	3.58303038	3.741787749	3.576275398	3.456784895	3.170134496	3.119801269	3.457462951	3.446787283	3.453254068
SNRPGP2	1.704765011	1.403073485	1.514616418	1.473090762	1.120667133	1.695314365	1.21431267	1.547810928	0.999041408	2.051128217	1.508929411	1.818407976	1.393812309	1.307480517	1.575617692	1.525136103	1.760835432	1.777423611
DYNLL2	7.579928532	7.61156073	7.644030718	7.775237575	7.70886424	7.780015607	8.246538263	8.216769168	8.234006069	6.025851673	6.118783252	6.005836736	6.301416019	6.329842682	6.38111349	7.214749242	7.198385803	7.19609278
AC138207.4	1.704765011	1.58808351	1.514616418	1.66723512	1.56043899	1.519979527	1.387593242	1.072305109	1.504318211	0.667115384	0.73673924	0.598525496	0.395332513	0.254779728	0.56311869	0.548589482	0.622068028	0.735083696
OTUD7B	6.128748752	6.105672952	6.139972462	6.006965068	5.974523204	5.994818839	5.647126299	5.67870408	5.523749054	6.018284752	5.898074293	5.949748437	5.48753682	5.477220296	5.455060445	5.578563692	5.65000652	5.574002054
SUZ12P1	2.708071308	3.126945974	2.724859015	2.902055296	2.925847599	2.846310935	2.924322459	2.755911075	2.795819554	2.629804913	2.693540704	2.70094721	2.864145253	3.242978245	2.961767531	3.178681953	3.083395052	2.95948211
LINC00526	2.494552089	2.500824011	2.581432031	2.43974349	2.433888349	2.661486618	2.154563441	2.410922733	2.119597631	1.127229954	1.591918467	1.028026869	1.32677054	0.625525211	1.123626143	1.074544242	0.726566409	1.012369918
NA	2.142590096	2.303453459	2.055402489	2.240509567	2.36321535	2.481721893	2.351570298	2.006592457	2.486219711	1.826926705	1.591918467	1.4538179	1.104643653	1.718467467	1.52627889	1.317360605	1.491012033	1.244856696
AC018521.5	2.243849191	1.922392718	2.167829616	2.193986009	2.190278981	1.801383934	1.681966798	2.169027808	1.504318211	2.137483787	2.206443616	1.987128783	1.393812309	1.087782158	1.367250926	1.317360605	1.158840168	1.564539233
GJA5	0.190076342	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	7.313449145	7.298800782	7.167110059	6.844285654	6.642444511	6.740116247	8.055442032	7.946974038	7.982562632
ANXA8	0.885289701	1.190798683	1.439811593	1.954518844	1.970167734	1.610308926	2.135244511	2.274786817	2.147160361	1.127229954	1.32709183	1.358564192	2.425456174	2.578039568	2.455732574	0.67023785	0.915275493	1.314711684
RBM8A	8.192106255	8.109913542	8.165318112	7.629531617	7.665926019	7.648961425	8.099782644	8.094995356	8.069085271	7.975989406	7.938605978	7.874862077	7.086440323	7.084062734	7.105015604	7.573602276	7.532457367	7.590403801
AC129926.1	1.704765011	1.94516599	2.004401334	2.162115341	1.946190597	2.036756037	1.286141056	1.442808916	1.170015923	0.216395805	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029
NA	1.158593142	1.190798683	1.094477786	1.336984185	0.888752758	1.355598517	1.058946184	0.924141835	0.872651265	1.336422321	1.173892678	1.146821411	1.256460877	1.087782158	1.714252138	1.074544242	1.491012033	1.17144647
TIMM23	6.232183026	6.165079434	6.247142823	5.954436928	5.920170645	5.870866145	6.05439437	5.966023915	6.0379196	7.130776658	7.096948186	7.037604882	6.560435114	6.495525857	6.502483652	6.940263232	6.803763886	6.838194085
AP005119.2	1.158593142	1.498542159	1.188864166	1.838325152	1.819936397	1.900186323	1.387593242	1.581179353	1.66548346	0.216395805	0.106501029	0.106501029	0.106501029	0.106501029	0.23490025	0.106501029	0.106501029	0.106501029
AC132938.3	2.494552089	2.421840492	2.072009935	2.145912038	1.970167734	2.058311681	2.05527298	1.956612972	2.033601664	1.336422321	1.173892678	0.756331552	1.182548342	1.006427856	1.188496459	1.240874397	0.726566409	1.17144647
RNF115	5.667876908	5.706489503	5.849781182	5.936886218	5.921708419	5.906956827	5.697389059	5.591330022	5.706223827	5.874819799	5.75009198	5.767078313	6.776816382	6.754131631	6.85447536	6.335028385	6.391864197	6.359072866
MIR4664	1.11648862	1.265081901	1.027938404	1.446877346	1.320412659	1.247156	1.320757228	1.024588271	1.222783064	1.286898701	1.46557321	1.585853203	0.520610139	1.006427856	0.90943155	1.459147423	0.622068028	1.17144647
RARA-AS1	1.388276093	1.435603398	1.60868028	1.733793914	1.462416523	1.610308926	1.177011323	1.581179353	1.05831301	2.165157293	2.206443616	1.888281344	2.1432173	1.864130756	2.317552724	2.412257202	2.02950303	2.530983268
RPL17	2.830329578	2.779525126	2.948194326	2.717022832	2.657090949	2.833866335	2.878583725	2.921385287	2.960231334	3.19721982	2.982097551	3.060049946	2.1432173	2.490995814	2.227810329	2.376952874	2.511283916	2.408535385
MAFG-DT	2.955027686	2.841531844	2.930089263	3.173845635	3.213857679	3.106388858	3.508613581	3.537547839	3.228839054	2.483603906	2.853455585	2.558196823	3.518170272	3.531715599	3.485164896	2.607661037	2.623805578	2.501331763
ZNF488	2.224157971	2.372287801	2.08842838	1.524130585	1.622272506	1.519979527	2.115663369	2.254246161	2.17420636	0.503316051	0.73673924	0.679585108	0.742604497	1.087782158	0.56311869	0.106501029	0.253663081	0.106501029
SEC22B	6.224770426	6.213954612	6.300087707	6.337270596	6.342623925	6.375769472	6.189303414	6.272159911	6.365782681	6.830534886	6.849594038	6.729139948	7.034865032	6.931266099	7.018454559	6.886359932	7.060236141	6.97796582
LINC00668	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	3.738482032	3.952740907	3.764544255	2.488160269	2.660129103	2.605775128	3.137082813	2.676937836	2.697131191
TXNIP	8.900568067	9.0357859	8.826020747	8.760424197	8.904177693	8.816953772	8.861184713	8.930223867	8.906769766	6.531548049	6.831563799	6.663402297	7.192629468	7.084062734	7.256415401	6.346480831	6.692053036	6.381626432
SRGAP2	5.015557633	5.102956053	4.885888966	5.148422881	5.136473882	5.151487346	4.911500071	4.864207891	4.857474078	4.226185199	4.312206105	4.301326138	4.681207525	4.681813002	4.713128237	4.479545504	4.265166672	4.459768951
POLRMTP1	0.982258564	0.941810789	0.993481327	0.787800543	0.938214091	0.593579473	0.884805885	1.024588271	0.580850778	1.826926705	1.744816841	1.70681135	1.741409645	1.864130756	1.52627889	1.317360605	1.231675095	1.445026459
BAHCC1	3.778840334	3.997554235	3.886760678	4.434369852	4.416485345	4.565810279	4.1374953	4.167865348	3.976887099	4.073915186	3.904853612	4.117165798	4.082841879	4.249726942	4.194794443	3.555458125	3.477061515	3.69507976
RASSF5	4.247262192	4.107636346	4.182762895	3.563615021	3.724395508	3.454097547	3.912007893	4.053640117	4.007285735	0.94766525	0.940484665	1.358564192	0.841980914	0.730585156	0.90943155	0.886507987	0.915275493	0.833554044
FBXO36P1	4.13047023	4.30980662	4.079774554	4.191564377	4.067773718	3.874349573	4.031766718	4.083055407	4.037057046	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029
STRADA	1.423237785	1.029668765	1.027938404	1.186686635	0.729300005	1.046067054	1.058946184	0.924141835	1.322858078	1.791852191	1.591918467	1.987128783	1.256460877	1.66645067	1.52627889	1.074544242	1.158840168	1.918715308
AC080112.1	4.026305605	3.953305084	4.178934809	4.601127168	4.52972197	4.55826538	4.306784253	4.273706556	4.051715442	4.290419969	4.204244621	4.042515138	4.416861783	4.594038228	4.598451592	3.76113702	3.431408551	3.681923205
NBPF15	4.187507932	4.403230851	4.04233997	4.316260266	4.307780564	4.398436942	3.967678861	4.041703991	3.848451424	5.648453374	5.572461218	5.568560138	5.63337912	5.547207299	5.593239912	5.601686364	5.626564534	5.673737892
SNHG25	0.885289701	0.583784652	0.767430459	0.407676018	0.729300005	0.707101497	0.517984575	0.358226616	0.315288897	1.642349255	1.508929411	1.406977042	1.32677054	1.373859095	1.310092134	1.588238029	1.856059862	1.564539233
NCOA4	6.503252579	6.533336587	6.538331734	7.215166232	7.283648128	7.237091988	6.875906501	6.90166094	6.927167722	7.189226959	7.221088938	7.138721905	7.734586007	7.6598102	7.635128469	7.804549996	7.862773709	7.815665562
MRPS21	7.815281925	7.726118739	7.789829139	7.707849623	7.711978128	7.75960033	7.461068094	7.454421038	7.515490363	7.311902544	7.234873182	7.230694021	6.845782966	6.913244968	6.85072239	6.98051185	6.997656575	6.999336369
AP005262.1	1.388276093	1.672390724	1.387696106	1.797416958	1.652223036	2.058311681	1.903678483	1.581179353	1.66548346	0.106501029	0.106501029	0.21924574	0.106501029	0.106501029	0.23490025	0.106501029	0.106501029	0.106501029
MYO15B	3.968303977	4.024536244	3.848714139	3.899457591	3.745388575	4.024266918	3.658228279	3.705831241	3.561449741	2.629804913	2.332461857	2.641489228	3.020814248	3.012388131	3.349910518	2.667326234	2.220554142	2.165532012
AC138207.8	1.423237785	1.467415971	1.490109927	1.66723512	2.062279569	1.851630769	1.571316557	1.823520149	1.504318211	0.318508807	0.106501029	0.323814669	0.258132838	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029
ZNF793-AS1	1.94022295	2.032825954	2.243087891	1.621093019	1.946190597	2.079549993	1.992243826	1.981819135	2.326627829	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029
AC067852.2	4.266642668	4.251616824	4.524909001	4.734427424	4.859958669	4.642737054	4.37012999	4.400624141	4.249052786	3.476615636	3.598619572	3.773804047	4.25499632	4.335505332	4.088330637	3.490873086	3.351955364	3.323714647
AC061992.2	0.269074105	0.330604849	0.288049147	0.234608314	0.612281144	0.593579473	0.326863692	0.358226616	0.409346624	2.833248624	2.492220348	2.514675039	2.887595372	2.762785603	2.943090017	3.388227918	3.52131403	3.628063317
AC060780.1	3.812196302	3.793072783	3.66387638	4.750591096	4.787590206	4.698712637	3.978559831	4.029668286	3.797178712	1.861168695	2.448351327	2.446827012	2.740811849	2.904251349	2.652511154	2.576876844	2.389238174	2.588518348
ZNF850	4.32788939	4.439771974	4.178934809	3.236398424	2.997596027	3.335520504	4.245041847	4.258316966	4.261716761	1.561355754	1.849715371	1.888281344	1.791994499	1.373859095	1.123626143	1.816206615	2.147141016	1.727074512
AC092296.2	2.620402045	2.935512178	1.896649058	2.39930582	2.230540419	2.330481044	2.075685281	2.254246161	2.59028957	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029
AC005336.1	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	3.836399225	3.999089615	4.33299287	3.181227084	3.188693137	3.335660637	4.045989328	4.080322436	4.011347488
AC006213.2	2.392392255	2.212518225	2.286427762	3.845295647	3.552416946	3.92215892	2.075685281	2.006592457	1.739781684	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.253663081	0.106501029
ASB16-AS1	2.777267267	2.753956471	2.569785245	3.013416715	3.131201167	3.096004492	2.692857748	2.500853653	2.760562973	2.218960992	2.636038333	2.351094916	3.123142237	2.68648612	2.763127796	1.762501909	2.255905735	2.087858718
ILF3-DT	5.136363358	5.145365512	5.093319096	4.782385094	4.95613859	4.879111231	4.507941889	4.572242195	4.411294558	1.861168695	1.277811145	1.585853203	1.104643653	2.037959762	1.714252138	1.706720474	1.30100897	1.727074512
ZNF561-AS1	2.918736744	2.766797441	2.693003428	3.244030213	3.152313486	3.290693249	2.866918819	2.841019327	2.724423163	3.349712983	3.347134143	3.443318823	3.408968639	3.151334006	3.069022785	2.545421429	2.540247722	2.937508391
AC008105.2	0.106501029	0.106501029	0.230034983	0.171976151	0.190544087	0.263213336	0.257083592	0.195380008	0.409346624	3.313074028	3.598619572	3.53330374	4.359318376	4.081169169	4.323122956	3.814891624	3.619578578	3.641717966
SCAT1	3.844798456	3.562131071	3.728156437	3.091636361	2.974074134	2.89504287	3.307556417	3.236163433	3.267026732	3.465529382	3.516026317	3.37194415	3.083077719	3.278065746	3.016391647	3.602067591	3.384263593	3.614278196
AC093227.1	1.523309806	1.3357269	1.248523498	1.66723512	2.01695866	1.695314365	1.419884883	1.581179353	1.504318211	0.667115384	0.582934965	0.679585108	0.934950954	1.373859095	1.123626143	1.317360605	0.915275493	1.17144647
AC006213.3	1.76050992	1.616736826	1.718241475	2.466085668	2.326536706	2.365486836	1.7847317	1.878239257	1.703110811	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029
NA	0.190076342	0.106501029	0.230034983	0.610221741	0.671976694	0.707101497	0.517984575	0.279099791	0.315288897	1.286898701	1.631688854	1.256573977	3.083077719	2.811498514	3.231764365	3.507292419	3.351955364	3.406029268
ZNF8-ERVK3-1	1.315703472	1.498542159	1.514616418	1.248696874	1.120667133	1.488567634	1.948640663	2.006592457	1.703110811	0.318508807	0.499412235	0.21924574	0.258132838	0.254779728	0.106501029	0.269385445	0.50940533	0.515351152
ZNF790-AS1	2.777267267	2.727926478	2.806520846	3.422776275	3.329589008	3.167172705	2.692857748	2.813204061	2.742606229	2.933204775	3.114307744	2.966236586	2.714827511	2.71237024	2.74167259	3.352323204	3.14125567	3.143496434
AC020928.1	4.87741449	4.81224028	5.037335106	4.598152771	4.596713137	4.444183836	4.717304461	4.676268935	4.815143885	0.106501029	0.106501029	0.21924574	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029
AC011476.3	1.199503624	1.752042075	1.413989162	1.573426245	1.652223036	2.141451061	1.354562241	1.072305109	1.322858078	0.106501029	0.215206228	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029
PARD6G-AS1	2.749985838	2.792141506	2.615818654	2.749556902	2.913534792	2.769980333	3.152845781	3.215061347	2.795819554	0.742530866	1.226787376	0.512638893	1.182548342	1.66645067	1.250574984	0.548589482	0.50940533	0.833554044
MAP3K14-AS1	2.033683766	2.372287801	2.072009935	2.3148626	2.398984562	2.399663324	2.448672157	2.190808938	2.610232086	3.944153711	3.483792681	3.863272976	2.688366574	2.858620204	2.675323408	3.916741338	3.761624796	3.69507976
TBX2-AS1	0.190076342	0.259702315	0.230034983	0.234608314	0.26995962	0.106501029	0.106501029	0.106501029	0.214668663	2.548083682	3.169390741	2.600444041	2.633942638	3.053470987	2.374422429	3.094248485	3.122225476	3.23641777
AC138150.2	1.732906693	1.967585361	2.021602827	2.343563036	2.230540419	2.161508281	1.482377509	2.078457942	1.66548346	2.850396348	2.616350033	2.865895971	2.103714068	2.429904952	1.880533006	1.867983691	1.605064621	1.381339945
AC092295.2	1.586364992	1.369793133	1.60868028	2.112949043	2.106220019	2.141451061	1.387593242	1.478665463	1.461047744	1.927306903	1.815589691	1.744977452	0.635873028	1.373859095	1.123626143	1.317360605	1.658878784	1.727074512
AC027307.2	2.589953725	2.469747548	2.604447271	3.074617032	3.152313486	2.999019999	2.554268821	2.410922733	2.326627829	3.288120692	3.1558159	3.013905676	3.803509876	3.820592514	3.776446413	2.607661037	2.894433489	2.869504816
SNHG30	4.545815731	4.415514349	4.545866967	3.708563609	3.745388575	3.773698086	3.630900963	4.0654783	3.897964294	3.128594887	2.730640559	3.176338994	1.933905297	2.264801006	2.132113069	2.83280695	3.043490524	3.340557587
AC011447.3	2.574485144	2.516114768	2.766267648	3.173845635	3.203780911	3.2254988	2.757459745	3.034116716	2.847139744	0.106501029	0.215206228	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029
DNAH17-AS1	1.646779277	1.498542159	1.915175964	1.755314859	1.710320925	1.580823095	1.387593242	1.613793407	1.3704073	4.081196601	4.281282682	4.351664554	4.392480814	4.439897275	4.568299299	4.805849837	4.617460425	4.849226357
ZNF582-AS1	2.52705866	2.135403665	2.328503546	2.529910663	2.743101164	2.574402358	2.211014914	2.56896834	2.486219711	0.742530866	0.215206228	0.323814669	0.635873028	0.389228852	0.461788572	0.415731226	0.387193635	0.256032355
AC008736.1	5.06620671	5.214952526	5.193482209	4.957385537	4.837323687	4.989821723	5.486797798	5.574859247	5.582974558	1.384302204	1.061903804	1.406977042	0.395332513	0.730585156	0.984419226	0.415731226	1.001114505	0.735083696
ZNF285	2.056132662	1.922392718	2.055402489	2.491955476	2.714997011	2.433048894	2.211014914	1.851139113	2.350536288	0.503316051	0.582934965	0.598525496	0.934950954	1.006427856	0.23490025	0.548589482	1.001114505	0.833554044
MIR23AHG	2.736149192	2.865607078	2.497858125	3.416035895	3.470735151	3.462205779	2.300453226	2.649824286	2.649308693	3.223781147	3.439662673	3.322320604	2.766336451	3.132285278	3.086148299	2.480375193	2.960209313	3.023463821
LINC01836	0.269074105	0.106501029	0.288049147	0.352261978	0.416768636	0.404558453	0.183756067	0.106501029	0.214668663	1.681202328	1.670392249	1.585853203	1.519216435	1.437317453	1.250574984	1.816206615	1.658878784	2.087858718
S1PR2	2.918736744	3.023743049	3.035460655	3.507650559	3.419409888	3.686410383	2.597260998	2.827178728	2.570067518	1.286898701	1.226787376	1.088646519	0.635873028	0.625525211	0.830331473	0.782421682	1.158840168	0.629396737
AC006504.5	2.966924597	2.912584785	3.05229791	3.402459918	3.39304588	3.486260592	2.990321482	2.98509795	3.149290557	2.483603906	2.534794685	2.621112598	2.1432173	2.366112374	2.74167259	2.376952874	2.069790952	2.165532012
AC016590.1	1.865926376	2.303453459	1.631268262	1.711947068	1.42820432	1.390007277	1.512637177	1.676889662	2.033601664	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029
NA	2.749985838	2.889287136	2.724859015	2.193986009	2.36321535	2.348090111	2.901634345	3.034116716	2.570067518	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029
ZNF224	4.256984974	4.382523045	4.147938856	4.81861364	4.623418394	4.794943422	4.258496619	4.278800153	4.376784708	3.262728145	3.439662673	3.384087851	3.273122374	3.295294592	3.49801825	3.238914595	3.462003809	3.468658284
AC005332.2	1.76050992	2.095243482	1.514616418	2.39930582	2.288901174	2.141451061	1.708352388	2.190808938	2.350536288	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.253663081	0.256032355
RUNDC3A-AS1	1.11648862	1.029668765	1.219002194	2.096180745	1.710320925	1.801383934	1.655089635	1.289745554	1.322858078	1.336422321	1.551020586	1.202741116	1.578054348	1.237899936	1.993763095	0.886507987	1.001114505	0.925730642
AC009005.1	1.787594912	2.011405231	1.820066421	1.711947068	1.819936397	1.610308926	1.948640663	2.078457942	2.062840261	1.336422321	1.277811145	0.898565653	0.258132838	0.625525211	0.461788572	0.548589482	0.726566409	0.735083696
EML2-AS1	0.669294396	0.848253434	0.993481327	0.828978458	1.032322974	0.404558453	0.974501889	1.11849412	1.05831301	3.58303038	3.588550324	3.688245184	2.688366574	2.68648612	2.697780557	3.004564698	2.91669364	2.723053184
SMIM22	4.626786121	4.702905485	4.727183392	5.650003147	5.736655865	5.607658173	4.972642851	5.033478627	5.066789984	0.216395805	0.316291437	0.21924574	0.106501029	0.389228852	0.106501029	0.269385445	0.106501029	0.106501029
NDUFV2P1	2.338464903	2.320972384	2.30058981	1.897591452	1.921808222	1.876112811	1.948640663	2.169027808	2.350536288	2.245128626	2.039077328	2.04945437	2.1432173	1.996426365	1.919272237	2.412257202	2.147141016	2.202854746
MZF1-AS1	1.67606345	1.827525003	1.969370555	1.818016046	2.062279569	2.121111057	1.655089635	1.547810928	1.416439241	0.742530866	0.661885747	0.756331552	1.182548342	0.828511007	0.746641634	0.886507987	0.50940533	0.629396737
AC074135.1	1.987710049	2.19362256	1.820066421	2.385570738	2.169718927	1.947160755	2.075685281	1.823520149	1.775543505	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029
NA	1.787594912	1.989661661	1.759837764	1.248696874	1.162890018	1.355598517	1.627702234	1.707432265	1.703110811	0.742530866	1.002471208	0.964747936	0.934950954	1.006427856	1.310092134	0.67023785	0.622068028	0.925730642
CARD8-AS1	1.94022295	2.285719182	2.136591538	1.818016046	1.871771297	1.580823095	2.034567722	2.078457942	1.973284373	0.814199147	0.499412235	0.964747936	1.182548342	1.164792706	1.250574984	1.240874397	1.367162993	0.735083696
NBPF12	3.681119479	3.735447377	3.526028442	3.778548877	3.903166274	3.799526897	3.399490142	3.458948941	3.509302417	4.006673869	3.667202616	3.607684493	3.727576495	3.784444383	3.700636377	3.647218242	3.646467231	3.641717966
NAPA-AS1	1.915880091	1.922392718	1.986992267	2.343563036	2.381210808	2.330481044	2.135244511	1.981819135	2.003758219	1.894616767	2.17986308	1.782159848	2.021306606	2.299368014	2.064595864	1.966275914	2.184314492	2.087858718
SLC6A14	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	3.325390691	2.853455585	2.720234185	1.519216435	1.718467467	1.757653315	1.240874397	1.430416092	1.674904523
AC010615.2	2.444376248	2.546218516	2.569785245	1.755314859	1.738515431	1.876112811	2.265340414	2.447570505	2.507642928	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029
AC026304.1	1.523309806	1.3357269	1.858865835	1.473090762	1.462416523	1.749323734	1.250673838	1.329560554	0.999041408	0.742530866	0.807899814	0.598525496	0.635873028	0.625525211	0.90943155	0.782421682	0.622068028	0.629396737
AC005261.1	4.10915713	4.176618633	4.201752428	4.427683546	4.298341002	4.346819076	4.10806943	4.273706556	4.394142817	3.975752432	4.058658842	4.034833145	3.533117017	3.362223358	3.807755352	4.111894033	4.221128153	4.132351133
ARL14EPL	3.303547209	3.313538151	3.247690515	3.809739224	3.637228246	3.747398415	3.603046007	3.698247562	3.631427411	0.318508807	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029
NA	1.555181862	1.8757385	1.696984765	1.954518844	2.326536706	1.851630769	1.482377509	1.676889662	1.703110811	0.882475045	1.226787376	0.898565653	0.520610139	0.730585156	0.352800078	0.983587454	0.622068028	0.515351152
AC092279.1	1.94022295	1.851833149	1.33362723	2.591031254	2.4510286	2.589286358	1.387593242	1.878239257	1.66548346	0.318508807	0.316291437	0.598525496	1.578054348	0.625525211	0.90943155	1.160105045	1.231675095	1.012369918
FENDRR	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	4.124129814	4.42966922	4.131643351	5.388281533	5.212855338	5.366720549	5.223595113	5.210752486	5.313214028
AC010329.1	3.1658251	3.330935775	3.133657021	4.758605524	4.919664352	4.702140036	2.924322459	2.997509666	3.10780863	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029
MIR4453HG	2.817245842	2.766797441	2.855307603	3.288992088	3.193633264	3.244428336	2.417025521	2.483310355	2.397196423	1.127229954	1.508929411	1.308470162	1.519216435	1.006427856	1.623324803	0.983587454	1.491012033	1.244856696
AC020915.2	2.100008932	2.212518225	2.055402489	2.491955476	2.416542008	2.348090111	2.625226795	2.696248414	2.830235048	1.336422321	1.277811145	1.256573977	2.181667638	2.078330849	1.956998387	1.588238029	1.430416092	1.314711684
LINC00664	2.100008932	1.644832124	1.653508035	2.22516781	2.36321535	2.465679327	1.599784847	1.329560554	1.877799173	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029
AC010643.1	2.966924597	2.865607078	2.90249839	1.776519486	2.062279569	1.947160755	2.568742366	2.755911075	2.687354731	0.216395805	0.499412235	0.21924574	0.258132838	0.106501029	0.23490025	0.106501029	0.253663081	0.391510369
AC005261.3	1.94022295	1.989661661	1.739189529	2.027087864	1.819936397	1.801383934	1.599784847	1.707432265	1.942152916	1.069822962	1.551020586	1.308470162	1.393812309	1.087782158	1.188496459	1.240874397	1.367162993	1.506020046
AC104534.1	4.611709502	4.742447242	4.687317956	4.656505886	4.756905814	4.71237365	4.859471981	4.773296588	4.815143885	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029
AL118506.1	4.5733139	4.732662941	4.771071324	4.568066579	4.54975021	4.504316504	4.664377305	4.664641651	4.416966789	2.021154862	2.009193128	2.079635713	2.103714068	2.333126139	1.840724778	1.867983691	1.54916509	1.674904523
A1BG-AS1	1.315703472	1.435603398	1.413989162	2.079215257	1.921808222	1.923864718	1.599784847	1.478665463	1.739781684	1.010036657	1.118984607	1.088646519	1.104643653	1.498101742	1.840724778	1.816206615	1.54916509	1.445026459
CSAG2	3.420635094	3.414909488	3.393561532	3.416035895	3.253475331	3.525481572	3.245847764	3.476789152	3.551169979	0.106501029	0.106501029	0.106501029	0.106501029	0.254779728	0.106501029	0.106501029	0.106501029	0.256032355
AC012313.5	2.708071308	2.74100018	2.806520846	2.78137345	3.098941845	3.196630488	3.022222251	2.95994951	2.928813828	0.814199147	1.002471208	0.756331552	1.32677054	1.307480517	0.830331473	0.886507987	0.726566409	1.012369918
CSAG3	2.817245842	2.590228145	2.974932903	2.649667337	2.581278618	2.703133695	2.831347293	2.696248414	2.880366255	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.269385445	0.106501029	0.106501029
MAN1B1-DT	2.301359864	2.372287801	2.342260461	2.22516781	2.210550143	2.200805078	1.734264064	1.737341647	1.626848399	1.51908749	1.978676785	2.018628115	1.457876514	1.718467467	1.475192815	0.548589482	1.30100897	0.833554044
AC092070.2	1.865926376	1.558849561	1.739189529	2.452974701	2.501260378	2.559363202	2.05527298	1.904839713	2.486219711	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029
