Symbol	H358.siNeg.1	H358.siNeg.2	H358.siNeg.3	H358.siKRAS.1	H358.siKRAS.2	H358.siKRAS.3	H358.siUHRF1.1	H358.siUHRF1.2	H358.siUHRF1.3	A549.siNeg.1	A549.siNeg.2	A549.siNeg.3	A549.siKRAS.1	A549.siKRAS.2	A549.siKRAS.3	A549.siUHRF1.1	A549.siUHRF1.2	A549.siUHRF1.3
SGO2	4.271447379	4.348759609	4.369003936	2.41291137	2.743101164	2.528806236	4.142341785	4.353121725	4.249052786	3.928090967	4.014214095	3.922755539	4.263983804	3.956755966	4.088330637	4.591583337	4.802174216	4.660909973
SERPINI1	1.964161874	2.174476122	2.198405619	2.009284947	1.7933034	2.220059237	2.24745825	2.078457942	2.226823214	2.707144165	2.513664558	2.446827012	3.441021579	3.242978245	3.510758102	2.513264869	2.511283916	2.670734902
CLASP2	5.162463582	5.160040803	5.091283896	5.370368482	5.35482282	5.463639513	5.814362756	5.657351631	5.754064147	5.135945528	5.116643992	5.05281135	5.558652526	5.607073174	5.669074588	5.646848762	5.656634859	5.696813237
SUCLG1	6.059601133	6.058150396	6.178825568	5.780368468	5.801570679	5.736926028	5.87966907	5.881492594	5.952622807	6.470473008	6.472276497	6.453268137	6.00973651	5.949388961	5.972849891	6.591391345	6.567447527	6.435534873
NUAK2	4.553725978	4.447768051	4.615495833	4.234338451	4.169651692	4.28873354	4.026533468	4.117579926	4.037057046	7.957314336	7.678717133	7.804884222	5.316663462	5.446705157	5.435149143	6.239980887	6.25660585	6.315011711
PRKCI	5.62534738	5.618907072	5.670552054	5.880469278	5.967095582	5.87997381	5.745959485	5.770158193	5.767446407	5.35901991	5.34912245	5.31311563	5.072529015	4.871804132	4.942007359	5.300978628	5.306586523	5.346947357
IFI16	6.190934183	6.22330116	6.210109949	6.345275519	6.411007127	6.344309312	6.561809908	6.630968596	6.642476656	4.522085838	4.901693736	4.667019621	5.833795766	5.75450257	5.730268712	5.147073174	5.510612303	5.10719415
AIM2	4.399866574	4.47931641	4.595532206	3.640802568	3.629720879	3.824901412	4.838721053	4.9141634	4.934632416	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029
EIF5A2	3.968303977	3.997554235	3.955501518	3.762697134	3.846002489	3.61547764	3.934534718	3.903443533	3.945834129	3.76585253	3.60861903	3.648527084	4.400653671	4.368437828	4.407292113	4.254885842	4.221128153	4.396744269
RPL22L1	4.065562435	4.13760495	4.18658085	4.203356368	4.349510548	4.329194393	4.469891812	4.288933712	4.472495262	5.506933167	5.564777453	5.372224911	5.901592535	6.064397661	5.997951055	5.690640197	5.80422954	5.745051544
PPM1L	3.294134225	3.501963584	3.240362388	3.488502681	3.599294539	3.686410383	2.757459745	2.934354904	2.830235048	2.505418943	2.576148571	2.865895971	3.200080389	3.093416268	3.548316249	2.752437924	2.568641472	2.588518348
ICA1L	2.010880028	1.58808351	2.136591538	2.129524682	2.148861628	2.036756037	2.013560974	1.956612972	1.973284373	2.137483787	2.068355044	2.274882048	1.791994499	2.229385397	1.714252138	0.886507987	1.710757593	1.094099626
SNHG16	6.979821349	6.932826242	6.965758449	6.765506193	6.800174369	6.718910344	6.767937705	6.780306655	6.778676259	7.742784603	7.808011444	7.703746753	7.570410461	7.519330333	7.568143907	7.259053732	7.297140512	7.209907869
RYBP	6.536564095	6.522020177	6.553933639	6.440515519	6.447760967	6.366079187	6.11235291	6.02329123	6.095646369	5.121892085	5.030008175	5.130553069	5.329563058	5.248674039	5.223157841	4.926745761	5.17887466	4.978598443
PPP4R2	6.427787578	6.379856053	6.321080731	6.01702233	6.091177215	5.99621554	6.186959814	6.09290448	6.256140111	6.438229047	6.495364936	6.367182657	6.21136228	6.094235334	6.188404834	6.417699209	6.659423	6.39378137
GTPBP8	4.29050779	4.475410388	4.447471235	4.366069989	4.429515124	4.232957713	4.374255764	4.211137989	4.399882751	3.520127887	3.741787749	3.544167243	3.591401984	3.517104155	3.711713344	3.828023051	4.090149297	3.783961938
NEPRO	5.213288802	5.110531238	5.214203598	5.421743522	5.48949401	5.489655271	5.422509732	5.465191805	5.467464507	5.107700399	5.109619768	5.200890458	5.025738719	5.147949621	4.918297273	5.223595113	5.380521368	5.40414682
SPICE1	3.599407793	3.688980111	3.717640021	3.563615021	3.576046134	3.525481572	3.61704071	3.659719419	3.631427411	2.833248624	2.966630771	2.84847246	2.714827511	2.578039568	2.629332384	2.637802058	2.825514938	2.697131191
CCDC191	2.356665584	2.53124516	2.22834703	3.091636361	3.131201167	3.244428336	2.154563441	2.373319705	2.44239462	1.927306903	2.232543272	2.326135308	1.578054348	2.037959762	2.258348946	1.588238029	1.760835432	2.165532012
NKX6-1	0.781330537	0.848253434	1.061591674	1.121890883	1.357245356	1.355598517	1.058946184	1.072305109	0.805045832	0.587539132	0.106501029	0.323814669	1.393812309	1.817191664	1.799786878	0.548589482	0.106501029	0.629396737
CDS1	6.487852922	6.408817424	6.436199109	6.68719204	6.687180152	6.619098512	6.321242255	6.314937997	6.216033427	3.21056161	3.071569878	3.104763932	2.219119754	1.556428243	2.196611273	0.983587454	1.158840168	1.445026459
WDFY3	6.141926945	6.326647483	5.938491883	6.454562183	6.369916828	6.54850203	6.213684062	6.10011626	6.090331551	5.266236832	5.015049226	5.363051372	5.737064839	5.495969609	5.921298114	5.088259506	5.122532753	4.929346844
COX18	3.956418482	4.029872615	3.91004012	3.762697134	3.806594881	3.985412338	3.658228279	3.675254363	3.611777729	4.630286776	4.584614791	4.62158502	4.375994879	4.071201511	4.079806233	4.471199767	4.273815329	4.243986483
PTPN13	6.169215424	6.237208419	6.067285951	6.645300606	6.54275893	6.557044721	6.219428751	6.21882846	6.224144456	3.756786605	3.568198507	3.65855959	5.171374536	5.212855338	5.366720549	3.841036034	3.833587434	4.011347488
C3orf49	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	5.259833869	5.243990362	5.148461511	4.778494566	4.681813002	4.67401985	6.24488496	5.879824442	6.202045741
C4orf36	3.226465458	3.136871561	3.283782992	3.32541872	3.162754905	3.35306854	3.263749778	3.116085283	3.21588185	1.127229954	1.32709183	1.49918565	0.395332513	0.730585156	0.90943155	0.782421682	0.50940533	0.629396737
THOC7	5.937949659	5.951119844	5.929406667	5.733698454	5.898467904	5.741930004	5.918327313	5.89482417	5.960412295	6.478767287	6.377502979	6.34871202	6.187942274	6.101599318	6.087841252	6.259497946	6.27179655	6.22717022
ATXN7	5.608358023	5.546289769	5.536366834	5.313473768	5.236244216	5.328240675	5.32995523	5.225092229	5.308717129	6.336933783	6.244346508	6.314222493	6.450573968	6.259164696	6.377640226	6.714936831	6.738093042	6.7063362
PSMD6	6.795306742	6.775738337	6.914306339	6.714916529	6.807678994	6.707870969	6.74342675	6.65074896	6.667675243	6.332364116	6.473644917	6.415311914	6.357073929	6.302411713	6.258062989	6.079044134	6.116987264	6.128791569
PRICKLE2	2.224157971	2.074736233	1.986992267	2.661113903	2.837366014	2.716753105	1.83349341	2.006592457	1.877799173	1.430643969	1.277811145	1.202741116	1.104643653	1.087782158	1.623324803	0.548589482	0.915275493	0.925730642
ADAMTS9	0.106501029	0.106501029	0.169589835	0.106501029	0.190544087	0.106501029	0.183756067	0.106501029	0.106501029	1.51908749	1.226787376	1.256573977	3.408968639	2.926536865	3.364021024	2.303641676	2.02950303	2.005764418
PPM1K	3.68832335	3.654848318	3.579276724	3.488502681	3.375198356	3.540876203	4.000078627	3.883519907	4.223386383	1.235614461	1.631688854	1.54317013	3.255205634	2.926536865	3.231764365	2.144797783	2.389238174	2.670734902
GMPS	6.565216068	6.596737658	6.542806665	6.133566653	6.120933735	6.257287167	6.70299388	6.637922615	6.640053676	6.755148441	6.725286995	6.740991587	6.732178098	6.616976681	6.67085869	6.621870614	6.846423648	6.744803647
TIPARP	6.256620183	6.349234561	6.474180051	6.478212943	6.535746648	6.446954194	6.004694514	5.954929098	5.83467727	6.83161464	6.646184868	6.727949412	6.238973489	6.184845004	6.221718416	6.437111827	6.577961413	6.449188423
CCNL1	5.400377615	5.497049591	5.330921681	5.472976395	5.512127535	5.534564342	5.112573844	5.227728555	5.344873482	5.015692129	4.973093924	4.966608509	5.062261527	5.079985722	5.151750882	4.92062918	5.002784646	5.092354366
PTX3	0.885289701	1.071669538	1.027938404	0.656707291	0.837535308	1.046067054	0.884805885	0.924141835	0.315288897	5.821470213	5.496412656	5.589687194	1.022290817	1.006427856	1.188496459	4.293266183	4.332946317	4.330840058
SLMAP	6.097974145	6.155346678	6.136028977	6.129452123	6.143514264	6.170874581	6.135629034	6.054810816	6.092105333	6.282698564	6.316279005	6.434414847	5.573187769	5.579210173	5.669074588	5.87591285	6.070587443	6.071932326
RPL9	9.098418797	9.028306777	8.995429397	9.00727815	9.108548311	9.107988928	9.153555406	9.144362981	9.270328104	9.750526018	9.733814133	9.661202513	10.12222376	10.09168405	10.05258823	10.19974199	10.24295039	10.24274452
SMIM14	6.876388969	6.919231684	6.903907957	7.75367985	7.86448455	7.80373985	6.420337709	6.55742588	6.531817524	6.527555843	6.507440262	6.467604847	6.257091686	6.356761803	6.225587564	6.065248014	6.143183647	6.061810892
RPP14	4.222664645	4.147457724	4.104201973	4.01547817	4.10072957	4.078018782	4.48904229	4.534411222	4.557121471	4.219601577	4.136746618	4.18814304	3.875645698	4.071201511	3.982554817	4.504296897	4.256465854	4.436456147
ABHD6	2.427255534	2.53124516	2.592985546	3.236398424	3.032175062	2.965186813	3.218571208	2.972578526	3.02108543	3.249862284	3.347134143	3.204003478	4.062381146	3.999430312	4.286549562	3.801639575	3.773870614	3.79622391
CFAP20DC	4.207702263	4.107636346	4.242669887	4.046359138	4.138250086	4.242404719	4.504181724	4.563920626	4.717400208	1.826926705	1.915636569	1.744977452	1.256460877	1.373859095	1.52627889	0.983587454	1.30100897	1.564539233
RBM47	7.566796527	7.599049869	7.607116489	7.32987648	7.300294764	7.261108854	7.356507591	7.368038843	7.354119071	7.325762619	7.397266691	7.328979338	7.732159301	7.793132616	7.7875138	7.694140784	7.718181027	7.648200175
APBB2	4.553725978	4.494835598	4.456986235	4.175690279	4.05661899	3.979775264	4.755763317	4.714363388	4.721989756	5.699025838	5.747831687	5.828353023	5.245847171	5.342822792	5.268871609	5.519081748	5.450851217	5.375830548
IL17RE	1.555181862	1.467415971	1.158083094	2.39930582	2.381210808	2.330481044	2.013560974	1.878239257	1.844512799	0.587539132	0.807899814	0.598525496	0.742604497	0.92021034	0.56311869	0.67023785	0.50940533	0.515351152
IL17RC	3.644550464	3.83024945	3.61937464	4.76922264	4.763781189	4.869998102	4.042176611	4.106163306	4.0662264	3.572735249	3.880300396	4.042515138	4.416861783	4.600983017	4.499658909	3.92898148	4.109604466	3.820439558
CRELD1	4.202680119	4.045764307	4.151849965	4.163669021	4.1222892	4.256460244	4.057651952	4.140145655	4.229845919	5.045778016	5.18506699	5.234813631	5.112883476	5.109505998	5.139498393	5.515027712	5.427786791	5.375830548
PRRT3	2.204194264	2.372287801	2.409143544	4.175690279	4.062207135	4.134920857	3.19076899	3.215061347	3.241680921	1.336422321	0.875714786	1.744977452	1.104643653	1.307480517	1.123626143	1.459147423	1.30100897	1.244856696
PCOLCE2	1.315703472	0.848253434	1.027938404	0.461040097	0.612281144	0.707101497	1.099384347	1.289745554	1.222783064	3.911847368	4.036607611	3.783004785	3.803509876	3.656957902	3.655457913	3.733489487	3.902130426	3.572114448
U2SURP	7.647553935	7.565912766	7.615283638	6.986331755	7.092767763	6.98329338	7.386433899	7.365048475	7.426202374	7.387270625	7.38568324	7.420256896	6.617648203	6.575269261	6.642197117	7.183161649	7.235385417	7.132233565
MTMR14	6.049846255	6.042395301	6.028458363	6.324729534	6.331097712	6.281545778	5.918327313	5.921123338	5.841020248	5.071598135	4.973093924	5.037516375	4.83386584	4.752128031	4.729569794	4.851577493	4.819999287	4.55665214
TTC14	5.447841308	5.405589864	5.299533677	5.843269592	5.968584169	5.962315743	5.336313723	5.435851085	5.420235669	4.992708686	5.01880353	5.018166771	5.112883476	5.296516285	5.445139145	5.535184924	5.45845814	5.591697249
CXCL3	0.934588684	0.848253434	0.884878762	0.828978458	0.938214091	1.088589729	1.017341788	0.816175038	0.734115951	5.331806104	5.474708524	5.633580523	3.200080389	3.295294592	3.034149555	5.973684181	5.771014911	5.98354833
CXCL5	0.106501029	0.185134293	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	0.106501029	9.982091856	9.916848507	9.921836158	8.788904318	8.724740704	8.738685249	10.02741493	10.00722097	9.982819096
MTHFD2L	4.412971469	4.335891786	4.362268202	4.041987835	3.890657514	4.051393171	4.005408546	4.12890691	4.029671616	5.20089129	5.263108558	5.21795175	3.840028596	4.020303275	4.027574203	4.974766689	4.944392025	4.819498231
CXCL1	1.278000606	1.467415971	1.305813413	1.573426245	1.42820432	1.088589729	1.354562241	1.737341647	1.504318211	8.447801062	8.590722689	8.537597252	8.218274521	8.168742502	8.083461167	8.545374545	8.570111352	8.623830147
RCHY1	5.228193655	4.992502192	5.020321276	5.160571315	5.014951719	5.178805812	5.07250885	5.101176611	5.044977033	4.590018361	4.501192121	4.537100958	4.161900871	4.129999903	4.537503348	4.84513304	4.814082033	4.825493064
GYG1	4.883703944	4.910980518	5.072836728	5.27859945	5.310903248	5.365463402	5.067421579	5.121165293	5.239981135	5.121892085	5.204976713	5.152016677	5.350809339	5.292231959	5.363212418	5.342749482	5.510612303	5.420081464
HPS3	5.393782598	5.374467102	5.342946052	5.571804187	5.520270658	5.596651203	5.715388641	5.755617288	5.560088035	4.615317526	4.682535892	4.574672897	5.626426749	5.518151808	5.55377339	5.319692917	5.298132678	5.342773574
TM4SF18	1.423237785	0.748205647	1.061591674	0.656707291	0.784432436	1.088589729	0.884805885	0.924141835	0.872651265	3.936144694	3.6576024	4.027110029	3.999198031	4.120365084	4.121933326	4.765466977	4.734864122	4.680886984
TOPBP1	6.683492356	6.746054711	6.634408667	5.781679964	5.871667972	5.771594766	6.641849287	6.560566186	6.596979216	5.572985923	5.585177247	5.549816712	5.643745259	5.305046956	5.697212263	5.814562689	5.767957134	5.745051544
RYK	6.115449074	6.078893068	6.092941447	6.033630184	6.10748408	6.021127671	6.010007439	6.041386655	6.081429776	6.052027653	5.988917075	5.980066653	5.34658504	5.3916995	5.535187427	5.733141457	5.822029391	5.875014814
SNRK	5.082702153	5.016893145	5.039447795	4.279598684	4.394504077	4.385704581	4.515432944	4.617172132	4.637057488	4.7169802	4.710661511	4.861959688	4.181006756	4.167908345	4.162865117	4.393832567	4.576102236	4.527528851
UCN	0.934588684	0.941810789	1.094477786	1.121890883	1.077171173	1.355598517	0.974501889	1.289745554	0.872651265	1.127229954	1.002471208	1.585853203	1.634586388	1.373859095	1.310092134	1.160105045	1.491012033	1.094099626
ZNF513	5.049520479	5.032927659	5.07901203	5.511427554	5.493635695	5.463639513	4.853573538	4.971912624	4.823709868	4.044416367	3.944869262	4.042515138	4.456602878	4.607894536	4.518705216	4.471199767	4.194044994	4.132351133
SLC4A1AP	6.243230999	6.128238014	6.296558977	5.934529908	6.022609186	6.055029368	5.889791471	5.849327441	5.904981449	6.21314861	6.180418614	6.093495731	5.707722418	5.582722619	5.569080856	5.96181903	5.916186587	5.931692079
PLB1	1.81418077	2.032825954	1.933467964	1.644348534	1.282614914	1.695314365	1.970606968	2.146912789	2.507642928	0.94766525	1.118984607	1.028026869	0.106501029	0.106501029	0.461788572	0.106501029	0.253663081	0.256032355
KIAA1143	5.093595257	4.95372158	4.972471454	5.246665071	5.324917567	5.264758483	5.122418624	5.054420689	5.201060981	4.659767225	4.778666333	4.611291138	5.127730057	5.054915511	5.085167882	5.009761694	5.038749599	5.026224018
KIF15	4.417313446	4.278765578	4.231625175	1.973006174	1.766169479	1.695314365	4.254025623	4.123254534	4.184009761	3.853509763	3.505361592	3.431665574	2.933382184	3.151334006	2.825642934	3.719464461	3.999200635	4.042563091
WDR43	7.566307853	7.591400716	7.556380674	7.177800572	7.199308928	7.137447884	7.501707668	7.569563294	7.573145111	8.020699627	8.076930039	7.999975941	7.315508	7.314885513	7.331042596	7.913281039	8.019476202	7.961620909
ZDHHC3	6.265076328	6.210433986	6.285030631	6.220271727	6.187641939	6.201469039	6.282253361	6.314937997	6.342127628	5.699025838	5.796758033	5.880717069	5.910205267	5.741990995	5.832752897	6.130298204	6.009759964	5.975483405
CDCP1	7.334579944	7.2204734	7.300805042	6.900202693	6.84138123	6.898444183	7.555837999	7.44765241	7.528648665	6.365543659	6.302484616	6.295056607	4.132759082	4.139570805	4.14663149	6.477255795	6.357695133	6.377551922
LZTFL1	4.619267506	4.570022012	4.68462068	5.140266718	5.160117785	5.118520465	4.361842877	4.460127558	4.341429097	4.021889558	3.983804897	3.931056328	4.281792527	4.040878548	4.096804968	3.440463187	3.69878625	3.771594854
FYCO1	4.197640431	4.318554185	4.087963068	6.297483011	6.276857815	6.299758559	5.805223829	5.919493611	5.853623149	3.397160945	3.618549657	3.554949555	4.904535885	4.801196056	4.99283721	4.651903388	4.519046461	4.404774575
CCR1	2.338464903	2.421840492	2.314614187	1.689764301	1.738515431	1.320349004	2.479639475	2.500853653	2.830235048	0.667115384	0.875714786	0.756331552	0.258132838	0.389228852	0.23490025	0.415731226	0.253663081	0.515351152
ELP6	5.279180412	5.200828	5.227236645	4.607057628	4.739572645	4.735973509	5.049473518	5.012228088	4.973643014	5.20089129	5.247194374	5.234813631	4.281792527	4.573000996	4.574380383	4.93283652	5.048862747	4.940437866
DTX3L	7.133528524	7.133296828	7.091734945	7.19611266	7.199942754	7.208457034	7.341308381	7.385261802	7.362226838	5.291568236	5.218098836	5.306750358	5.733833886	5.800477717	5.770551814	5.601686364	5.599298817	5.52695231
ZNF148	5.369339612	5.463920885	5.336087259	5.682662754	5.68869016	5.591116066	5.575472954	5.611657529	5.603017745	5.20089129	5.137513766	5.152016677	5.619440711	5.492239189	5.711077946	5.650549248	5.711779066	5.706590794
SMIM12	5.719773693	5.61358577	5.738448514	5.53183514	5.5364203	5.511308008	5.629975227	5.591330022	5.577919948	5.194190952	5.278849109	5.322611189	5.087794521	5.147949621	5.227023136	5.088259506	4.992342091	5.057122796
ZMYM6	3.123934198	3.250939175	3.172678296	3.332594965	3.591586623	3.486260592	3.254826539	3.317614321	3.079476204	3.454357276	3.370828547	3.511328203	3.10324905	2.858620204	3.152687094	3.647218242	3.564249464	3.771594854
TPRA1	5.093595257	5.092793533	5.187778882	5.88413703	5.82969199	5.726865705	5.182471646	4.996855176	5.066789984	6.377422228	6.317803605	6.278888212	5.591153277	5.847954869	5.657664039	5.82114484	5.599298817	5.537946929
YEATS2	5.99134677	6.047666139	5.862963451	6.299315543	6.280458041	6.375769472	6.172817699	6.171687812	6.125399349	4.798758089	4.765319399	4.857611633	5.39238566	5.375590553	5.428450503	4.819063445	4.86075413	4.860948181
ZC3H12A	3.629659305	3.682218047	3.501716674	3.714069286	3.629720879	3.665494332	3.671700245	3.720880043	3.621636024	5.864306541	5.848305374	5.819437875	6.112825725	6.373081176	6.263718824	6.920476344	6.988490856	6.930083928
MEAF6	6.359482454	6.308100107	6.503554862	6.607343092	6.619621184	6.642478085	6.144110661	6.225438835	6.337648799	5.525734811	5.480165245	5.571218002	5.259392719	5.321958446	5.455060445	5.198536085	5.368459031	5.363522775
